,AGG,DBC,DFE,DIA,DXJ,EEM,EFA,EWG,EWH,EWI,EWT,EWU,EWW,EWY,EWZ,EZU,FEZ,FXI,GDX,GLD,IAU,IBB,ITB,IVV,IWD,IWM,IYR,KBE,KRE,LQD,OIL,SDS,SH,SLV,SPY,USO,VGK,VNQ,VTI,VWO,XHB,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,XME,XOP,USDOLLAR
2014-08-18,109.660,24.730,56.350,168.060,49.930,44.940,66.560,28.820,22.100,15.630,15.940,40.920,71.130,66.400,50.100,39.410,40.260,41.400,26.990,124.960,12.590,266.210,23.430,198.620,100.910,115.040,73.960,32.040,38.450,119.550,22.910,24.900,23.110,18.870,197.360,35.060,57.350,76.980,102.180,45.040,31.140,50.220,96.630,22.830,53.690,39.660,44.780,41.860,62.440,67.740,43.730,75.320,10646.763
2014-08-19,109.510,24.780,56.510,168.890,50.080,45.150,66.720,28.950,22.450,15.540,16.150,40.880,71.320,66.770,50.980,39.460,40.360,41.430,26.690,124.680,12.550,267.230,23.990,199.710,101.320,115.440,74.020,32.050,38.480,119.470,22.670,24.640,22.990,18.700,198.390,34.710,57.440,77.140,102.690,45.300,31.770,50.370,97.370,22.870,53.820,39.910,44.900,42.390,62.850,68.250,43.820,76.050,10646.775
2014-08-20,109.390,24.850,56.180,169.600,50.200,45.060,66.510,28.790,22.670,15.470,16.240,40.760,71.150,66.310,51.040,39.300,40.090,41.210,26.660,124.220,12.500,266.850,24.090,200.240,101.590,114.950,74.380,32.070,38.410,119.200,22.780,24.500,22.950,18.720,198.920,34.860,57.210,77.490,102.930,45.230,31.770,50.440,97.580,22.930,54.390,39.910,44.870,42.480,62.840,68.570,43.660,76.200,10646.792
2014-08-21,109.580,24.910,56.650,170.180,50.490,44.870,66.790,28.980,22.370,15.770,16.120,40.740,71.600,65.430,51.040,39.690,40.580,40.670,26.070,122.880,12.370,264.450,24.090,200.750,102.070,115.200,74.310,32.490,38.880,119.610,22.920,24.360,22.880,18.690,199.500,35.090,57.560,77.370,103.160,45.190,31.740,50.370,97.660,23.200,54.340,40.100,44.950,42.580,62.930,68.510,43.210,76.820,10646.801
2014-08-22,109.560,24.870,56.610,169.870,50.260,44.750,66.470,28.800,22.400,15.720,16.320,40.680,71.230,65.790,50.410,39.390,40.210,40.890,26.100,123.190,12.400,266.430,24.090,200.460,101.730,115.210,73.810,32.470,38.970,119.760,22.840,24.440,22.910,18.690,199.190,34.960,57.240,76.750,103.010,44.990,31.850,50.170,97.010,23.120,54.150,40.110,44.840,42.450,62.990,68.640,43.280,76.330,10646.814
2014-08-25,109.650,24.910,56.920,170.620,50.360,45.080,66.900,29.110,22.530,16.000,16.340,41.080,71.410,66.020,51.130,39.870,40.800,41.250,25.620,122.740,12.350,272.630,23.970,201.500,102.230,115.750,73.780,32.630,39.020,119.950,22.780,24.180,22.800,18.600,200.200,34.870,57.850,76.580,103.550,45.370,31.680,50.360,97.870,23.320,54.360,40.150,45.090,42.740,63.470,68.840,43.140,77.720,10646.831
2014-08-26,109.660,24.920,56.840,170.930,50.290,45.350,66.910,29.300,22.450,16.110,16.400,40.840,71.510,66.670,51.980,40.160,41.120,41.310,26.190,123.350,12.410,275.710,24.040,201.650,102.360,116.800,73.780,32.800,39.300,120.030,22.900,24.140,22.760,18.630,200.330,35.040,57.930,76.730,103.740,45.620,31.770,50.410,98.370,23.370,54.180,40.170,45.060,42.230,63.700,68.850,43.870,78.020,10646.844
2014-08-27,109.800,24.960,57.240,171.010,50.050,45.580,67.040,29.300,22.290,16.230,16.580,41.100,71.680,66.680,53.180,40.320,41.200,41.020,26.110,123.320,12.410,275.060,24.040,201.610,102.400,116.510,73.900,32.580,39.050,120.230,22.890,24.160,22.770,18.660,200.250,35.030,58.140,76.780,103.680,45.850,31.790,50.410,98.170,23.320,54.150,40.160,45.080,42.690,63.650,68.920,43.770,77.610,10646.861
2014-08-28,110.020,24.980,56.750,170.770,49.850,45.130,66.740,29.010,22.010,15.960,16.530,40.960,71.610,66.660,52.760,39.930,40.880,40.520,26.460,124.000,12.490,274.120,23.970,201.420,102.320,115.910,73.830,32.450,38.740,120.490,23.110,24.190,22.790,18.740,200.140,35.320,57.750,76.770,103.570,45.430,31.500,50.450,98.190,23.250,54.070,40.100,45.100,43.000,63.630,68.830,43.320,78.060,10646.873
2014-08-29,109.980,25.030,56.590,170.880,49.880,45.060,66.710,28.920,21.840,15.970,16.510,41.080,71.780,66.400,53.700,39.870,40.860,40.470,26.690,123.860,12.460,276.550,24.070,201.960,102.640,116.560,74.200,32.630,38.950,120.580,23.430,24.050,22.720,18.710,200.710,35.760,57.780,77.180,103.880,45.400,31.550,50.530,98.740,23.360,54.020,40.280,45.130,43.280,63.860,68.820,43.760,79.050,10646.886
2014-09-02,109.450,24.670,56.200,170.580,50.810,44.990,66.840,28.960,21.920,15.970,16.370,40.860,71.630,65.400,53.900,39.980,40.870,40.710,25.810,121.650,12.260,276.070,24.000,201.880,102.480,117.200,74.240,32.880,39.350,119.670,22.710,24.090,22.740,18.410,200.610,34.790,57.710,77.190,103.960,45.490,31.550,50.360,97.490,23.450,54.200,40.290,45.150,42.890,63.830,68.950,43.270,77.580,10646.899
2014-09-03,109.570,24.770,56.440,170.720,50.790,45.580,67.310,29.360,22.420,16.220,16.520,41.140,72.100,65.240,54.000,40.400,41.340,42.060,25.780,122.150,12.290,275.460,23.500,201.850,102.670,116.460,74.260,32.760,39.240,119.830,23.280,24.110,22.740,18.430,200.500,35.550,58.230,77.390,103.850,46.250,31.180,50.440,97.750,23.410,54.130,40.070,45.180,43.100,64.120,68.770,43.110,77.680,10646.912
2014-09-04,109.430,24.670,55.920,170.660,50.880,45.460,66.990,29.190,22.300,16.390,16.450,40.800,72.390,65.220,53.100,40.360,41.470,42.190,24.880,121.480,12.230,270.920,23.680,201.510,102.530,116.010,74.120,32.790,39.180,118.980,23.100,24.170,22.800,18.320,200.210,35.300,57.900,77.100,103.630,46.050,31.360,50.440,96.430,23.430,54.150,40.050,45.320,43.080,63.800,69.030,42.910,75.830,10646.924
2014-09-05,109.370,24.630,56.130,171.250,50.600,45.850,67.000,29.390,22.340,16.480,16.520,40.720,73.000,65.080,53.160,40.590,41.690,42.520,25.070,122.060,12.290,270.600,23.730,202.430,102.980,116.380,74.820,32.830,39.220,119.000,22.800,23.950,22.670,18.420,201.110,34.900,58.040,77.920,104.110,46.490,31.470,50.660,97.080,23.460,54.330,40.290,45.580,43.620,64.170,69.260,42.810,76.660,10646.937
2014-09-08,109.260,24.510,55.210,171.060,51.050,45.310,66.290,29.120,22.140,16.270,16.440,39.860,72.590,64.390,51.420,40.130,41.170,42.290,24.190,120.730,12.150,273.060,23.780,201.930,102.690,116.560,74.690,32.910,39.400,118.800,22.660,24.070,22.730,18.260,200.590,34.700,57.230,77.840,103.900,45.950,31.410,50.460,95.570,23.470,54.280,40.350,45.240,43.360,64.180,68.970,42.040,75.030,10646.946
2014-09-09,109.110,24.310,55.110,170.120,50.600,44.750,66.100,29.110,22.030,16.240,16.400,39.880,71.480,63.600,50.290,40.040,41.070,41.990,24.560,120.870,12.170,269.480,23.650,200.670,102.010,115.180,74.290,32.610,39.000,118.480,22.580,24.380,22.880,18.310,199.320,34.620,57.210,77.360,103.170,45.390,31.240,50.050,95.150,23.230,54.110,40.060,45.130,42.860,64.010,68.280,41.540,74.110,10646.954
2014-09-10,108.960,24.140,55.020,170.670,51.590,44.560,66.480,29.130,21.950,16.240,16.330,40.300,71.300,63.860,49.800,40.080,41.160,41.250,24.100,120.260,12.100,274.410,23.830,201.430,102.220,115.860,73.260,32.970,39.510,118.290,22.340,24.200,22.790,18.240,200.070,34.260,57.450,76.140,103.560,45.190,31.340,50.050,94.920,23.350,54.150,40.300,45.350,42.670,64.460,68.520,41.390,74.330,10646.963
2014-09-11,108.850,24.020,54.640,170.510,51.480,44.260,66.110,29.060,21.950,16.230,16.240,40.040,70.840,63.600,49.960,39.890,41.010,41.110,24.270,119.470,12.040,273.350,23.880,201.620,102.430,116.610,73.350,33.160,39.830,118.200,22.670,24.160,22.770,17.960,200.300,34.690,57.200,76.200,103.750,44.870,31.340,49.980,94.980,23.410,54.170,40.390,45.370,43.030,64.280,68.550,41.730,74.810,10646.971
2014-09-12,108.630,23.830,54.750,169.900,51.410,43.790,66.020,28.960,21.820,16.160,15.990,40.060,70.860,63.720,47.810,39.850,40.950,40.950,23.880,118.380,11.910,269.570,23.510,200.480,101.810,115.370,71.240,33.310,40.000,117.630,22.440,24.420,22.900,17.890,199.130,34.380,57.220,73.860,103.080,44.260,31.000,49.750,93.560,23.390,53.990,40.220,45.050,42.260,63.810,68.350,41.350,73.350,10646.980
2014-09-15,108.610,23.860,54.770,170.320,51.280,43.570,65.880,28.990,21.570,16.060,15.930,40.140,70.910,63.470,48.370,39.810,40.990,40.370,23.910,118.640,11.940,266.090,23.540,200.260,101.920,114.110,70.950,33.150,39.610,117.660,22.550,24.460,22.910,17.920,198.980,34.560,57.190,73.500,102.810,44.070,30.940,49.820,94.220,23.380,53.970,39.980,45.270,42.390,63.640,68.070,41.020,73.480,10646.988
2014-09-16,108.610,24.080,54.720,171.380,51.550,44.140,66.160,29.080,21.680,16.100,15.960,40.240,71.500,64.200,49.810,39.910,41.100,40.630,24.000,118.830,11.960,270.820,23.590,201.800,102.640,114.430,71.480,33.000,39.370,117.640,23.050,24.090,22.750,17.950,200.480,35.250,57.400,74.220,103.540,44.630,31.100,50.050,95.360,23.480,54.270,40.280,45.610,42.930,64.510,68.420,41.430,74.750,10646.997
2014-09-17,108.490,23.980,54.660,171.580,51.550,43.730,65.690,28.920,21.460,16.200,15.950,40.100,71.270,64.080,49.090,39.840,40.930,40.340,23.430,117.540,11.830,272.980,24.130,202.050,102.700,114.730,71.430,33.160,39.510,117.320,22.860,24.040,22.710,17.770,200.750,35.010,57.150,74.200,103.650,44.200,31.490,50.350,94.840,23.580,54.480,40.360,45.510,42.850,64.560,68.390,41.850,74.550,10647.005
2014-09-18,108.500,23.750,55.000,172.610,52.100,43.790,66.200,29.280,21.380,16.160,16.010,40.480,71.370,63.550,48.370,40.140,41.280,40.280,23.130,117.780,11.860,275.070,24.010,203.110,103.170,115.430,70.910,33.580,40.210,117.530,22.590,23.780,22.590,17.770,201.820,34.620,57.670,73.550,104.180,44.300,31.180,50.690,94.350,23.810,54.740,40.600,45.600,42.540,65.040,68.690,41.190,73.370,10647.014
2014-09-19,108.680,23.680,54.850,172.450,52.240,43.460,65.970,29.110,21.360,15.930,15.900,40.500,71.000,63.420,47.750,39.900,41.000,39.860,22.660,117.090,11.790,275.230,23.740,202.870,103.040,113.970,70.950,33.250,39.670,117.990,22.550,23.810,22.610,17.190,200.700,34.570,57.440,73.640,103.980,43.970,30.840,50.440,93.790,23.650,54.430,40.340,45.430,42.540,64.880,68.490,40.470,72.300,10647.022
2014-09-22,108.830,23.480,54.620,171.410,52.350,42.800,65.680,29.000,21.140,15.820,15.650,40.280,69.850,62.400,46.510,39.740,40.880,39.120,22.180,116.850,11.760,272.550,23.240,201.390,102.240,112.370,70.320,32.850,39.090,118.100,22.290,24.190,22.780,17.080,199.150,34.190,57.230,73.060,103.020,43.320,30.270,50.420,92.410,23.490,53.820,40.070,45.350,42.220,64.530,67.530,38.850,70.110,10647.027
2014-09-23,108.930,23.480,53.950,170.210,52.210,42.560,65.130,28.570,21.070,15.610,15.600,39.560,69.230,62.210,46.210,39.180,40.270,39.080,22.540,117.600,11.830,271.670,23.220,200.280,101.520,111.320,69.920,32.460,38.580,118.290,22.470,24.450,22.910,17.070,198.010,34.440,56.480,72.530,102.360,43.040,30.150,50.160,92.140,23.330,53.380,39.980,44.950,42.100,64.150,66.950,38.910,70.100,10647.031
2014-09-24,108.860,23.580,53.830,171.790,52.660,43.170,65.460,28.660,21.210,15.770,15.760,39.800,69.680,62.870,46.800,39.420,40.650,39.840,22.210,117.050,11.790,279.290,23.150,200.890,101.650,112.020,69.220,32.500,38.670,118.010,22.880,24.060,22.730,16.990,199.560,35.000,56.450,71.670,102.690,43.260,30.330,50.680,92.220,23.460,53.660,40.240,45.530,41.950,65.270,67.710,38.350,70.910,10647.039
2014-09-25,109.070,23.530,53.130,169.170,52.160,42.230,64.500,28.020,20.860,15.470,15.350,39.220,68.650,61.730,45.420,38.670,39.860,39.000,22.350,117.390,11.830,273.970,22.860,197.590,100.140,110.130,68.880,32.050,38.090,118.360,22.740,24.850,23.090,16.830,196.340,34.830,55.510,71.350,101.080,42.260,30.020,49.910,90.810,23.070,52.820,39.360,44.930,41.700,64.200,66.720,37.480,69.360,10647.044
2014-09-26,109.060,23.490,52.780,170.700,52.870,42.420,64.770,28.060,21.080,15.800,15.370,39.240,68.410,61.860,46.490,38.930,40.130,39.190,21.980,117.060,11.790,276.410,22.930,199.290,100.760,111.120,69.640,32.180,38.220,118.100,23.000,24.450,22.900,16.900,197.900,35.160,55.730,72.310,101.900,42.530,30.110,50.400,91.980,23.290,53.310,39.790,45.100,41.760,64.400,67.410,37.350,70.300,10647.048
2014-09-29,109.180,23.630,52.560,170.330,52.470,41.560,64.170,27.760,20.290,15.590,15.220,39.100,68.130,61.070,43.720,38.480,39.640,38.270,21.750,117.030,11.780,276.060,22.770,198.780,100.420,111.030,69.620,32.080,38.090,118.050,23.250,24.550,22.950,16.780,197.540,35.520,55.310,72.210,101.720,41.620,29.960,50.190,91.770,23.210,53.230,39.780,45.090,42.030,64.260,67.060,36.990,71.100,10647.056
2014-09-30,109.110,23.220,52.430,170.070,52.320,41.560,64.120,27.700,20.330,15.690,15.270,38.760,68.730,60.510,43.450,38.500,39.700,38.280,21.360,116.210,11.700,273.630,22.490,198.260,100.090,109.350,69.200,31.910,37.860,118.220,22.440,24.670,23.010,16.350,197.020,34.410,55.220,71.850,101.240,41.710,29.590,49.590,90.620,23.170,53.150,39.900,45.110,42.090,63.910,66.690,36.790,68.830,10647.065
2014-10-01,109.530,23.140,51.770,167.680,51.110,40.710,63.360,27.360,20.060,15.480,15.120,38.300,67.630,58.930,41.910,38.060,39.280,37.460,21.400,116.770,11.770,269.430,22.270,195.660,98.870,107.800,69.240,31.560,37.410,118.600,22.270,25.330,23.320,16.480,194.350,34.150,54.620,71.910,99.910,40.910,29.160,48.420,88.770,22.890,52.150,39.280,44.820,42.330,63.240,65.800,35.740,66.840,10647.073
2014-10-02,109.350,23.050,51.450,167.650,49.970,40.930,62.680,27.120,20.050,15.100,15.310,37.840,67.870,58.710,42.280,37.530,38.700,37.470,21.620,116.740,11.750,268.590,22.470,195.680,98.870,108.830,69.130,31.690,37.740,118.590,22.420,25.320,23.330,16.410,194.380,34.370,53.980,71.790,99.960,41.160,29.450,48.300,88.310,22.950,52.090,39.260,44.910,42.270,63.110,66.100,35.780,66.460,10647.078
2014-10-03,109.300,22.830,51.310,169.720,51.170,41.280,62.680,27.030,20.410,15.100,15.610,37.800,67.780,58.860,43.380,37.420,38.560,38.080,20.630,114.610,11.530,275.330,22.740,197.820,99.870,109.650,69.600,32.020,38.010,118.930,22.010,24.770,23.070,16.120,196.520,33.770,53.760,72.240,101.080,41.500,29.770,48.440,88.170,23.280,52.800,39.580,45.440,42.540,64.410,66.950,35.000,65.520,10647.082
2014-10-06,109.400,23.120,51.490,169.570,50.750,41.820,63.080,26.970,20.850,15.130,15.540,38.260,68.600,58.770,46.030,37.650,38.710,38.630,21.160,116.030,11.690,271.720,22.800,197.560,99.790,108.710,69.690,31.750,37.680,118.990,22.200,24.820,23.100,16.600,196.290,34.040,54.220,72.430,100.880,42.240,29.780,48.430,88.270,23.210,52.640,39.590,45.460,42.540,64.110,66.590,35.100,65.080,10647.091
2014-10-07,109.820,23.030,50.510,166.860,49.930,41.450,62.010,26.510,20.790,14.770,15.340,37.600,67.740,58.240,46.720,36.790,37.820,38.300,20.420,116.360,11.720,266.620,22.550,194.560,98.240,106.920,69.280,31.230,37.050,119.420,21.770,25.600,23.450,16.480,193.260,33.440,53.090,71.860,99.320,41.830,29.370,47.580,87.120,22.820,51.360,38.970,45.190,42.480,63.090,65.600,34.190,63.260,10647.099
2014-10-08,110.130,22.940,51.090,169.620,50.410,42.070,62.990,26.960,20.960,15.120,15.540,38.360,68.460,58.560,46.950,37.510,38.580,39.020,21.940,117.470,11.830,274.130,22.910,197.940,99.800,108.970,70.600,31.780,37.750,120.030,21.440,24.690,23.030,16.680,196.640,33.000,54.060,73.420,100.970,42.470,29.750,48.200,87.970,23.250,52.280,39.710,45.850,43.440,64.700,66.630,34.960,63.910,10647.103
2014-10-09,109.910,22.670,49.350,166.340,48.940,41.410,61.300,26.250,20.910,14.510,15.280,37.200,67.530,57.610,46.810,36.340,37.370,38.380,21.220,117.640,11.840,267.950,22.370,193.900,97.680,106.030,70.510,30.970,36.830,119.530,20.810,25.690,23.500,16.620,192.740,32.110,52.430,73.420,98.890,41.880,29.140,47.020,84.740,22.760,51.070,39.050,45.390,42.730,63.360,65.120,33.110,60.440,10647.108
2014-10-10,109.990,22.590,48.670,165.210,48.220,40.510,60.380,25.720,20.590,14.400,14.910,36.740,66.320,56.470,44.760,35.800,36.790,37.710,20.770,117.590,11.850,262.340,21.770,191.800,96.650,104.740,70.410,30.690,36.600,119.630,20.890,26.280,23.760,16.640,190.540,32.180,51.720,73.490,97.660,40.930,28.610,46.300,83.550,22.580,50.320,38.050,45.610,42.930,62.970,64.550,32.200,58.750,10647.112
2014-10-13,110.310,22.590,48.390,162.930,47.430,40.920,60.300,25.730,20.850,14.330,14.880,36.740,66.000,56.980,47.270,35.810,36.860,38.050,21.120,118.520,11.930,257.120,21.260,188.560,95.300,104.320,70.290,30.660,36.740,119.940,20.750,27.120,24.150,16.730,187.410,31.990,51.710,73.560,96.100,41.430,28.020,45.110,80.970,22.380,49.540,37.630,44.980,42.890,61.480,63.240,31.890,55.310,10647.112
2014-10-14,110.560,22.250,48.610,163.030,47.550,41.160,60.450,25.870,20.880,14.360,15.090,36.720,66.070,57.160,47.320,35.930,37.010,38.110,21.370,118.590,11.940,255.270,21.680,189.000,95.540,105.540,71.350,30.820,37.050,120.210,19.930,27.030,24.090,16.680,187.700,30.850,51.790,74.750,96.400,41.620,28.290,45.250,79.950,22.470,50.230,37.690,44.960,43.280,61.020,63.700,32.440,54.390,10647.120
2014-10-15,110.760,21.970,48.660,161.280,46.880,40.640,60.090,25.700,20.890,14.110,14.940,36.200,65.110,57.080,44.900,35.560,36.490,37.950,21.450,118.990,11.980,256.470,22.170,187.490,94.630,106.600,70.850,30.050,36.050,120.300,19.790,27.450,24.290,16.710,186.430,30.670,51.230,74.460,95.860,41.040,28.740,45.560,80.560,22.040,50.110,37.430,44.420,42.710,60.520,63.170,33.050,56.650,10647.129
2014-10-16,110.670,22.190,48.160,160.980,46.840,40.270,59.530,25.520,20.800,13.830,14.990,36.040,65.070,56.880,43.280,35.040,35.940,37.800,21.360,119.220,12.000,260.980,22.170,187.430,94.820,107.800,71.040,30.440,36.650,120.030,20.110,27.460,24.310,16.670,186.270,31.100,50.690,74.580,96.070,40.630,28.890,46.010,82.000,22.040,50.480,37.210,44.090,42.750,60.210,63.240,33.930,59.330,10647.142
2014-10-17,110.520,22.270,49.460,163.450,47.330,40.720,60.640,26.160,21.050,14.190,14.860,36.760,65.700,56.800,45.080,35.930,36.760,38.240,20.690,118.990,11.990,265.370,22.860,189.770,95.930,107.480,71.400,30.540,36.700,119.980,20.240,26.790,23.990,16.580,188.470,31.250,51.840,74.670,97.120,41.150,29.360,46.620,82.700,22.320,51.480,37.650,44.630,43.000,61.170,63.940,33.740,57.790,10647.150
2014-10-20,110.650,22.110,49.820,163.650,48.110,40.840,61.020,26.090,20.950,14.220,15.100,36.780,65.660,57.590,43.410,35.970,36.880,38.260,21.200,119.800,12.070,269.590,23.460,191.580,96.710,108.740,72.420,30.670,36.770,120.200,20.150,26.270,23.760,16.730,190.300,31.140,52.060,75.810,98.090,41.180,29.990,47.330,83.420,22.450,51.630,37.920,45.270,43.600,61.910,64.830,33.910,58.560,10647.159
2014-10-21,110.550,22.290,50.720,165.800,48.110,41.010,61.750,26.440,21.080,14.530,15.250,37.360,66.160,57.790,41.690,36.590,37.440,38.410,21.100,120.020,12.080,278.270,23.760,195.350,98.550,110.530,73.110,31.300,37.690,120.130,20.270,25.240,23.300,16.810,194.070,31.300,52.890,76.500,100.030,41.370,30.490,48.350,85.960,22.870,52.780,38.660,45.460,43.750,63.550,66.090,34.710,60.540,10647.167
2014-10-22,110.490,22.040,50.530,164.380,48.160,40.740,61.300,26.040,21.120,14.380,15.220,36.980,65.880,57.550,41.350,36.070,36.880,38.260,20.440,119.340,12.030,276.240,23.640,194.000,97.960,108.950,73.080,31.050,37.390,119.930,19.710,25.580,23.460,16.460,192.690,30.550,52.310,76.520,99.250,41.040,30.220,47.960,84.330,22.660,52.090,38.480,45.560,44.020,63.230,65.520,33.930,57.880,10647.176
2014-10-23,110.230,22.300,51.100,166.450,49.060,40.730,61.890,26.550,21.250,14.630,15.330,37.220,66.330,57.630,39.840,36.690,37.580,38.500,20.560,118.520,11.940,283.620,23.990,196.280,98.930,110.880,73.630,31.230,37.680,119.700,20.110,24.980,23.200,16.500,194.930,31.060,53.020,77.110,100.450,41.080,30.690,47.920,85.900,22.880,53.240,38.910,45.530,44.100,64.310,66.410,34.490,59.690,10647.180
2014-10-24,110.270,22.160,51.410,167.740,49.160,41.020,62.230,26.550,21.250,14.850,15.220,37.420,66.290,57.580,41.570,36.850,37.760,38.640,20.470,118.350,11.920,288.770,24.100,197.680,99.700,111.070,73.660,31.320,37.670,119.750,19.960,24.620,23.030,16.500,196.430,30.880,53.240,77.050,101.150,41.470,30.760,48.280,85.600,23.100,53.710,39.250,45.910,44.530,65.210,66.350,34.770,58.950,10647.184
2014-10-27,110.310,22.100,51.210,167.880,48.980,40.700,61.880,26.340,20.990,14.450,15.230,37.280,66.420,57.890,39.330,36.530,37.400,38.100,20.110,118.060,11.900,290.440,24.070,197.430,99.510,111.010,74.100,31.450,37.910,119.900,19.790,24.690,23.020,16.420,196.160,30.640,52.960,77.620,101.010,41.040,30.760,47.270,83.800,23.130,53.690,39.290,46.020,44.430,65.280,66.480,34.050,56.770,10647.193
2014-10-28,110.140,22.280,51.840,169.660,49.360,41.520,62.820,26.950,21.340,14.870,15.540,37.640,67.400,58.440,41.290,37.240,38.040,39.270,20.530,118.100,11.900,293.950,24.260,199.670,100.580,114.170,74.340,32.090,38.940,119.500,19.930,24.130,22.780,16.490,198.410,30.820,53.790,77.960,102.320,41.900,31.100,47.740,85.710,23.380,54.640,39.830,46.200,44.740,65.760,67.200,35.370,59.410,10647.201
2014-10-29,109.900,22.540,51.280,169.400,49.970,41.580,62.340,26.690,21.370,14.540,15.540,37.460,67.410,59.020,41.100,36.670,37.400,39.410,19.640,116.410,11.730,290.630,23.950,199.440,100.620,113.900,73.790,32.440,39.360,119.280,20.200,24.190,22.820,16.380,198.110,31.230,53.220,77.520,102.170,41.820,30.750,47.150,85.990,23.440,54.450,39.790,46.120,44.480,65.790,67.000,34.970,60.070,10647.214
2014-10-30,110.080,22.350,51.500,171.600,50.490,41.970,62.790,26.840,21.380,14.560,15.530,37.580,68.110,59.370,42.750,36.890,37.590,39.450,18.200,115.190,11.600,296.700,24.040,200.810,101.140,114.870,74.420,32.550,39.370,119.360,19.870,23.870,22.670,15.820,199.380,30.760,53.570,78.010,102.800,42.300,31.020,47.510,85.680,23.570,54.670,39.920,46.410,45.460,67.000,67.440,34.570,59.170,10647.218
2014-10-31,110.080,22.320,51.980,173.450,53.820,42.150,63.950,27.230,21.610,14.900,15.720,38.020,68.450,58.630,43.240,37.400,38.270,39.930,17.210,112.660,11.350,296.620,24.070,202.990,102.200,116.560,74.980,33.060,40.080,119.340,19.790,23.340,22.410,15.500,201.660,30.630,54.170,78.990,104.020,42.640,31.130,48.400,87.420,23.840,55.210,40.540,46.710,45.470,67.270,68.100,35.210,60.870,10647.223
2014-11-03,109.680,22.120,51.600,173.360,55.030,41.800,63.400,26.940,21.500,14.520,15.700,37.520,67.950,57.650,42.170,36.920,37.810,39.550,17.910,112.150,11.290,296.310,24.180,203.110,102.270,116.360,75.560,32.960,39.980,118.770,19.160,23.310,22.400,15.480,201.770,29.760,53.440,79.680,104.080,42.350,31.280,48.060,86.040,23.930,55.140,40.710,46.890,45.770,67.350,68.100,35.290,59.580,10647.231
2014-11-04,109.690,21.800,51.780,173.460,53.510,41.840,63.040,26.880,21.430,14.330,15.720,37.560,67.810,57.380,42.410,36.730,37.510,39.770,17.210,112.220,11.300,293.340,23.920,202.430,102.010,115.820,75.650,32.810,39.810,118.940,18.850,23.440,22.460,15.360,201.070,29.300,53.350,79.810,103.700,42.390,31.030,47.560,84.270,23.940,55.110,40.700,47.140,45.530,67.360,67.280,34.570,57.120,10647.244
2014-11-05,109.730,21.860,51.800,174.550,53.930,41.470,63.160,27.020,21.340,14.490,15.660,37.860,67.840,56.470,42.030,36.970,37.730,39.460,16.590,109.790,11.060,288.900,23.900,203.730,102.820,116.030,75.650,33.040,40.090,118.720,19.320,23.160,22.330,14.660,202.340,29.950,53.720,79.640,104.190,42.140,31.130,48.020,85.750,24.100,55.450,40.810,47.470,46.560,67.290,67.550,34.640,58.720,10647.257
2014-11-06,109.540,21.880,51.500,175.290,53.580,40.960,62.820,27.050,21.300,14.350,15.460,37.720,67.260,56.710,40.380,36.880,37.700,39.350,17.210,109.880,11.070,293.320,24.390,204.500,103.150,116.530,75.330,33.280,40.370,118.360,19.070,22.980,22.240,14.820,203.150,29.600,53.500,79.030,104.700,41.540,31.710,48.410,86.830,24.140,56.030,40.790,47.570,45.770,67.700,68.120,34.550,59.250,10647.269
2014-11-07,109.910,21.980,51.420,175.580,53.140,41.220,62.850,26.890,21.240,14.280,15.560,37.940,67.520,57.040,40.980,36.710,37.430,39.280,18.640,112.970,11.370,290.140,24.550,204.760,103.320,116.710,75.270,33.350,40.410,119.110,19.190,22.930,22.210,15.100,203.340,29.760,53.540,78.930,104.780,41.810,31.820,48.640,87.790,24.150,56.110,40.840,47.740,46.250,67.030,68.010,36.130,61.710,10647.282
2014-11-10,109.650,21.770,51.650,175.950,53.610,41.330,63.130,27.000,21.460,14.340,15.770,38.060,66.930,57.530,40.570,36.910,37.670,39.300,17.450,110.460,11.130,295.200,24.790,205.300,103.600,117.290,75.610,33.520,40.620,118.510,18.860,22.800,22.150,14.920,203.980,29.340,53.780,79.580,105.100,41.840,31.930,48.770,87.000,24.280,56.390,40.950,47.950,46.480,67.710,67.970,35.070,59.970,10647.291
2014-11-11,109.700,21.880,51.940,176.020,54.170,41.290,63.510,27.170,21.570,14.430,15.740,38.320,66.630,57.060,40.520,37.170,37.920,39.490,18.220,112.040,11.290,296.250,25.220,205.520,103.670,117.370,75.420,33.520,40.510,118.500,18.920,22.760,22.120,15.110,204.180,29.420,54.140,79.270,105.200,41.910,32.310,49.010,87.260,24.200,56.320,40.970,47.860,46.310,67.960,68.260,35.040,60.740,10647.291
2014-11-12,109.710,21.810,51.340,176.040,53.840,41.210,62.970,26.750,21.670,14.040,15.520,37.960,66.030,57.260,40.520,36.610,37.270,39.450,18.240,111.500,11.220,296.490,25.080,205.360,103.450,117.900,75.030,33.910,41.120,118.490,18.750,22.800,22.130,15.030,203.960,29.140,53.500,78.670,105.180,41.790,32.300,49.130,86.490,24.150,56.400,41.100,47.860,45.500,67.860,68.580,35.240,60.330,10647.299
